,range_low.f0_signal,range_high.f0_stats.f0_mean,range_high.f0_stats.f0_median,range_high.f0_stats.f0_std,range_high.f0_stats.f0_iqr,range_high.f0_stats.f0_max,range_high.f0_stats.f0_min,range_high.f0_signal,range_low.f0_stats.f0_mean,range_low.f0_stats.f0_median,range_low.f0_stats.f0_std,range_low.f0_stats.f0_iqr,range_low.f0_stats.f0_max,range_low.f0_stats.f0_min
0,0.0,551.1907296340232,552.7688074741802,4.497652407600203,7.156486933814222,557.5766672463072,544.8415985660738,0.5714285714285714,,,,,,
1,0.0,2279.7683030444423,2282.437616185777,170.24175560532606,328.0661329594777,2517.9368410860548,2080.949703407781,0.10982658959537572,,,,,,
2,0.08092485549132944,1761.8477468935869,1941.5947270081936,405.183075498337,850.9827132631615,2230.3066689852294,1077.1671181080967,0.2947976878612717,1128.7122290957955,1115.1533344926147,36.96030516570237,57.22580101135077,1195.1917505680426,1077.167118108097
3,0.0,552.046160218273,523.2511306011972,41.03117595002958,53.988435351280145,666.9152892645752,523.2511306011972,0.2601156069364162,,,,,,
4,0.040462427745664775,2128.539240110214,2129.589597025955,36.62015189553422,49.20506195836242,2191.9913353515285,2057.0479574677925,0.1560693641618497,66.85051396191584,65.7852866955572,1.875715837042589,1.7315983535567199,70.91536696417685,65.40639132514966
5,0.5491329479768786,,,,,,,0.0,71.6640658673256,68.49972922973525,6.619412172042651,11.996459234963012,87.30705785825097,65.40639132514966
6,0.12716763005780352,,,,,,,0.0,66.32497490691945,65.40639132514966,1.6333270066928935,0.9521865290354583,71.32617550580554,65.40639132514966
7,0.5664739884393064,,,,,,,0.0,73.03857327705008,70.10083450255941,7.721365181284041,12.181206738245294,98.56656061031477,65.40639132514966
8,0.8439306358381503,,,,,,,0.0,70.22116618762821,66.54967490706109,7.497901401902665,6.748554418910018,103.22817963382575,65.40639132514966
9,0.0,703.3472672337709,702.5142994528895,21.894254396678903,26.27919905321778,744.2755571956747,674.6644716546242,0.2857142857142857,,,,,,
10,0.0,596.581586144198,573.9149106968482,59.342974940948835,25.139769846003446,731.4893486056533,523.2511306011972,0.7608695652173914,,,,,,
11,0.0,3343.4469729628217,3303.356855424561,111.33072330223023,47.8126667112756,3686.4753123286064,3265.360091633409,0.6666666666666667,,,,,,
12,0.0,529.0748268860775,523.2511306011972,23.294785139521057,0.0,622.2539674441617,523.2511306011972,0.24285714285714288,,,,,,
13,0.24691358024691357,1857.9490349985745,2362.9276048932634,968.6865471287895,1801.0591106214158,3099.9438750584427,523.2511306011972,0.5802469135802469,1181.4346469256077,1174.6590716696305,28.012113202704114,0.0,1303.3658460121762,1174.6590716696305
